time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/fps,time/iterations,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction,train/value_loss,train/learning_rate,train/clip_range,train/entropy_loss
1983,144.52,146.56,573440,289,35,0.9893678808584809,-0.004088116707316658,0.030053701,340,0.36163848638534546,0.207147216796875,2.221708582807332,0.0003,0.2,-0.7713671534555033
2039,146.1475,147.58,589824,289,36,0.9894744083285332,-0.004364383394749894,0.030056346,350,0.4320656359195709,0.209918212890625,2.1988895492977463,0.0003,0.2,-0.7739179697120562
2090,144.82,151.33,606208,289,37,0.9889072999358177,-0.004167890083135717,0.027745452,360,0.34474438428878784,0.208453369140625,2.411321949725971,0.0003,0.2,-0.7753100515110418
2144,147.1175,145.89,622592,290,38,0.9900187579914927,-0.005688612378799007,0.029853027,370,0.49895021319389343,0.20784912109375,2.0894131174776702,0.0003,0.2,-0.7895091403275728
2198,148.5225,150.71,638976,290,39,0.9906186265870929,-0.004436575516047014,0.03010574,380,1.4678970575332642,0.208160400390625,2.2702043527620845,0.0003,0.2,-0.7619989434955642
2251,145.3775,143.1,655360,291,40,0.9900936232879758,-0.0037484618267626503,0.03396086,390,0.512403130531311,0.219921875,2.0028707835881505,0.0003,0.2,-0.7781224737409502
2301,146.2375,143.82,671744,291,41,0.9891992211341858,-0.0020308527868110105,0.032798737,400,0.8168360590934753,0.2144775390625,2.505540419695899,0.0003,0.2,-0.7642903876723721
2353,144.6475,147.26,688128,292,42,0.9898135643452406,-0.0015744917574920692,0.030004848,410,0.470804899930954,0.199945068359375,2.2620003104093485,0.0003,0.2,-0.7353633610997349
2410,150.665,153.99,704512,292,43,0.9900066358968616,-0.0030920859275283875,0.031044606,420,0.22896073758602142,0.201385498046875,1.982569408119889,0.0003,0.2,-0.755948233185336
2466,147.6225,143.87,720896,292,44,0.9901703959330916,-0.003255786426598206,0.028757118,430,0.4064684510231018,0.1925048828125,2.3380168884294106,0.0003,0.2,-0.7244056316791102
2517,147.7475,140.42,737280,292,45,0.9904369348660111,-0.0011759978347981813,0.029226031,440,0.3630029559135437,0.2020751953125,2.470317676407285,0.0003,0.2,-0.7305915019940585
2573,146.285,140.76,753664,292,46,0.9907038947567344,-0.003436874165345216,0.032671317,450,0.49556493759155273,0.21080322265625,2.278943715279456,0.0003,0.2,-0.7179306554840877
2621,145.905,138.28,770048,293,47,0.9890646915882826,-0.0011891970740180112,0.030411236,460,0.2319987416267395,0.20611572265625,2.595259956480004,0.0003,0.2,-0.6992632437264547
2670,141.635,135.81,786432,294,48,0.9897940028458834,-0.0009047282959727454,0.035418104,470,0.2248939424753189,0.207098388671875,2.5545208708150313,0.0003,0.2,-0.6840177398175001
2722,144.18,129.0,802816,294,49,0.9876253111287951,-0.0036586829395673704,0.031168094,480,0.4081568121910095,0.2022216796875,2.7908737952355294,0.0003,0.2,-0.668630697100889
2777,147.895,143.65,819200,294,50,0.9876981936395168,-0.0043555001855565935,0.031560007,490,0.38957688212394714,0.203314208984375,2.9854344474500976,0.0003,0.2,-0.6816285007284023
2827,147.4825,149.38,835584,295,51,0.9878599187359214,-0.0005999660435918486,0.03501291,500,0.2932140529155731,0.20675048828125,2.533632958435919,0.0003,0.2,-0.676726204471197
2875,149.21,152.05,851968,296,52,0.9870084403082728,-0.0017993811030464712,0.03407935,510,0.3687131404876709,0.202508544921875,2.508232119376771,0.0003,0.2,-0.6341435632784851
2927,149.895,158.0,868352,296,53,0.9894910836592317,-0.00166380554837815,0.028933143,520,0.32425400614738464,0.18582763671875,2.1453962215571662,0.0003,0.2,-0.6013496571104042
2976,149.145,156.4,884736,297,54,0.9891844848170877,-0.0034064643990859623,0.031525817,530,0.28971871733665466,0.1794189453125,2.52065538787283,0.0003,0.2,-0.6436737669864669
3031,149.97,161.91,901120,297,55,0.9887859793379903,-0.004542954398675647,0.029648626,540,0.2909776270389557,0.19774169921875,2.2435457613901235,0.0003,0.2,-0.7210442721610889
3087,153.07877416,159.25,917504,297,56,0.9900587638840079,-0.0046568115054469676,0.03147192,550,0.2052815854549408,0.20316162109375,2.0944255728216374,0.0003,0.2,-0.7364492945140227
3135,150.25,151.92,933888,297,57,0.9892619699239731,-0.0039033915840263945,0.032108586,560,0.2837338149547577,0.2034423828125,2.4251096261199563,0.0003,0.2,-0.7166565776919015
3190,148.6425,143.6,950272,297,58,0.9892178755253553,-0.0019360093398063326,0.032380976,570,0.520098090171814,0.204132080078125,2.3152786618680694,0.0003,0.2,-0.665466909087263
3245,146.18813708,145.07,966656,297,59,0.9887906601652503,-0.0016501429216077667,0.038936425,580,0.7576631307601929,0.22265625,2.6455060876789505,0.0003,0.2,-0.720046870666556
3300,150.21,148.73,983040,297,60,0.9874479183927178,0.0007788421451550675,0.03538679,590,0.4438064396381378,0.220294189453125,2.570708186435513,0.0003,0.2,-0.6803490058751777
3350,151.05313708,149.26,999424,298,61,0.9894733019173145,-0.002684848158605746,0.03655365,600,0.43709254264831543,0.2026123046875,2.316792747064028,0.0003,0.2,-0.6582451436901465
