time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/n_updates
3200,864.77,-58.5375,291,57,933888,0.826510027050972,0.2,0.03671079,-0.020079844139945634,0.11472542583942413,0.0003,-0.46557882853085175,0.209259033203125,0.7782898174787988,560
3254,1091.64,-60.80620000000001,292,58,950272,0.7722580134868622,0.2,0.08137038,-0.022434650971808877,0.05806984007358551,0.0003,-0.40805629774113183,0.195941162109375,0.49051789637669574,570
3309,1124.6,-61.135799999999996,292,59,966656,0.381786584854126,0.2,0.020875003,-0.010778251585907127,0.054745446890592575,0.0003,-0.450046174461022,0.12296142578125,1.8091927757737722,580
3366,1275.28,-62.592499999999994,291,60,983040,0.7614817172288895,0.2,0.09381158,-0.009634403439122252,-0.004967670887708664,0.0003,-0.3513194122700952,0.124957275390625,0.66071006159018,590
3427,1482.89,-64.66859999999998,291,61,999424,0.8380691558122635,0.2,0.026690235,-0.0075508461695790174,0.2119796872138977,0.0003,-0.550298969715368,0.1581298828125,1.0590876303060213,600
3484,1355.48,-63.44460000000001,291,62,1015808,0.5859685242176056,0.2,0.079815716,-0.012193128805665764,0.188401460647583,0.0003,-0.4888929206645116,0.23204345703125,1.0882414508902003,610
3547,1188.28,-61.77259999999998,291,63,1032192,0.5532876253128052,0.2,0.028924186,-0.00941362929315801,0.2967223525047302,0.0003,-0.2910274272522656,0.0993408203125,1.9982405705784914,620
3596,1358.0,-63.519900000000014,291,64,1048576,0.6358546614646912,0.2,0.03725815,-0.011260499555100978,6.1321797370910645,0.0003,-0.4564774008234963,0.203228759765625,1.7685484672925669,630
3660,1182.43,-61.76419999999999,290,65,1064960,0.6345188319683075,0.2,0.023375873,-0.012952319223404628,0.5175310969352722,0.0003,-0.37251660840120165,0.113323974609375,2.530815874360269,640
3724,1085.76,-60.79750000000001,290,66,1081344,0.6221759617328644,0.2,0.04728932,-0.020323542281039407,0.03952457010746002,0.0003,-0.3264126889494946,0.278216552734375,0.896130694187741,650
3777,986.23,-59.8022,290,67,1097728,0.559001624584198,0.2,0.025949351,-0.011488435231512995,0.7489318251609802,0.0003,-0.44328922624117695,0.133587646484375,3.409531549026724,660
3831,1037.06,-60.31049999999999,290,68,1114112,0.8448659777641296,0.2,0.035270445,-0.008510948993171041,6.491536617279053,0.0003,-0.23009467538504397,0.08206787109375,2.015907180045178,670
3884,1161.74,-61.5573,291,69,1130496,0.8788908571004868,0.2,0.08006126,-0.020279870830199796,0.20186428725719452,0.0003,-0.3535687149967998,0.217083740234375,0.9352693145076045,680
3945,1304.3,-62.982899999999994,290,70,1146880,0.8342940956354141,0.2,0.084127165,-0.009731227433803724,-0.017047524452209473,0.0003,-0.44097854613210075,0.250018310546875,1.3213693815589067,690
3999,1424.16,-64.1314,290,71,1163264,0.6996162533760071,0.2,0.026996031,-0.010679151717158674,0.7011439204216003,0.0003,-0.3981460292590782,0.132415771484375,1.2952438544583855,700
