time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/iterations,time/total_timesteps,train/explained_variance,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/value_loss,train/n_updates
4055,1408.42,-63.974,290,72,1179648,0.6012064218521118,0.2,0.040627316,-0.015014714094286319,0.11781463027000427,0.0003,-0.4860917801503092,0.15272216796875,1.5286779360219953,710
4107,1658.12,-66.471,291,73,1196032,0.7535325735807419,0.2,0.0689802,-0.020556492534706195,0.018679868429899216,0.0003,-0.40308235393022185,0.379962158203125,0.2502856624221749,720
4165,1607.62,-65.96600000000001,291,74,1212416,0.38625568151474,0.2,0.059363957,0.011275999161443905,-0.05434994399547577,0.0003,-0.4405198934720829,0.26654052734375,0.33230737947687883,730
4229,1712.75,-66.9672,290,75,1228800,0.4103502035140991,0.2,0.03808379,-0.011970689021291036,-0.007564321160316467,0.0003,-0.5858338929014281,0.164569091796875,1.0884727387165185,740
4284,1516.05,-65.05030000000001,290,76,1245184,0.5609045326709747,0.2,0.035961457,-0.009789390383593855,1.3502967357635498,0.0003,-0.499146388634108,0.14556884765625,1.7367331270783324,750
4341,1586.84,-65.7582,290,77,1261568,0.6913559138774872,0.2,0.025415197,-0.007112299856089521,0.40625348687171936,0.0003,-0.4907362447003834,0.138397216796875,1.205975076888717,760
4401,1833.15,-68.22129999999999,290,78,1277952,0.7050177454948425,0.2,0.039268583,-0.012092994779231958,0.268604040145874,0.0003,-0.47978108228417116,0.21326904296875,0.6542613881334546,770
4456,1875.32,-68.643,290,79,1294336,0.7727955430746078,0.2,0.026506612,-0.008262538514281914,0.4179774522781372,0.0003,-0.49271244613919407,0.13397216796875,1.1808914990047925,780
4511,2190.8,-71.7978,290,80,1310720,0.8994269073009491,0.2,0.06869708,-0.011856190061189409,0.036248866468667984,0.0003,-0.44311201571836134,0.226153564453125,0.4870780791517973,790
4564,2263.39,-72.5237,290,81,1327104,0.693620890378952,0.2,0.027079057,-0.007966553547339572,0.14236661791801453,0.0003,-0.3724202138837427,0.10986328125,0.7900798703194596,800
4625,2388.56,-73.7754,290,82,1343488,0.8104310631752014,0.2,0.02579037,-0.008543170577831915,-0.03228054568171501,0.0003,-0.3406470079266001,0.1342529296875,0.47824269796838054,810
4674,2332.01,-73.2099,290,83,1359872,0.805411159992218,0.2,0.02130321,-0.009195060452293546,0.06342482566833496,0.0003,-0.4734024955658242,0.159197998046875,1.4099016179316095,820
4728,2418.12,-74.07100000000001,291,84,1376256,0.8597410619258881,0.2,0.03679434,-0.0066518609452032255,0.5658886432647705,0.0003,-0.5273197461850941,0.1337890625,1.6808032288412504,830
4783,2366.27,-73.5525,291,85,1392640,0.809253454208374,0.2,0.04854787,-0.010739149381879542,0.2083994597196579,0.0003,-0.5758352969540284,0.17115478515625,0.8042058863491548,840
4840,2065.8,-70.5478,291,86,1409024,0.8309980928897858,0.2,0.047754485,-0.013408803000311309,-0.02937949076294899,0.0003,-0.4744538687693421,0.2117431640625,0.6111133037906257,850
4887,2070.44,-70.59420000000001,291,87,1425408,0.7026927769184113,0.2,0.01947464,-0.00915052579875919,0.10091480612754822,0.0003,-0.4056389793404378,0.111553955078125,1.2282822763088916,860
4946,1912.89,-68.9686,291,88,1441792,0.7806293368339539,0.2,0.12378413,-0.015833055378425342,0.589242160320282,0.0003,-0.45619979036273434,0.317376708984375,1.1121722195464827,870
4999,1311.2,-62.95169999999999,291,89,1458176,0.6699808537960052,0.2,0.029758604,-0.004260134501237189,1.5129520893096924,0.0003,-0.758131704851985,0.172528076171875,4.115444641758222,880
5055,1265.84,-62.498099999999994,291,90,1474560,0.6533140540122986,0.2,0.026581066,-0.012796395807163208,2.288735866546631,0.0003,-0.69909573844634,0.160552978515625,3.076460364172817,890
5109,1095.76,-60.847399999999986,291,91,1490944,0.9067763090133667,0.2,0.14541823,-0.004601416926743695,-0.037465766072273254,0.0003,-0.34980579181574284,0.26920166015625,0.1725766711383585,900
5158,1103.77,-60.92749999999999,292,92,1507328,0.6581562161445618,0.2,0.016537879,-0.0106288616952952,0.23637381196022034,0.0003,-0.326193534291815,0.0800537109375,2.508486009345506,910
5224,1009.15,-59.981300000000005,291,93,1523712,0.9087272062897682,0.2,0.1617494,-0.02026029379994725,-0.048518091440200806,0.0003,-0.4203069877170492,0.5094970703125,0.5158517950890655,920
5277,884.53,-58.8353,291,94,1540096,0.5371000468730927,0.2,0.027693711,-0.01139780904086365,1.1397892236709595,0.0003,-0.5907952602370642,0.165594482421875,3.663657342561055,930
5334,909.16,-59.0816,291,95,1556480,0.626069575548172,0.2,0.03625258,-0.01860108341807063,3.5111162662506104,0.0003,-0.364240589592373,0.108563232421875,1.7017099780787248,940
5386,1055.61,-60.54609999999999,292,96,1572864,0.8934762179851532,0.2,0.10143295,0.005347379528393504,0.0012547671794891357,0.0003,-0.32584349390963324,0.41302490234375,0.2364158446028341,950
5444,866.98,-58.6598,291,97,1589248,0.6195403635501862,0.2,0.023489408,-0.00904984699882334,0.12298866361379623,0.0003,-0.46824007899849673,0.125616455078125,1.2794557721703312,960
5500,864.9,-58.638999999999996,291,98,1605632,0.5187193751335144,0.2,0.020580074,-0.014875082761864177,0.06525412946939468,0.0003,-0.3173608533717925,0.100604248046875,1.0950436990133312,970
5558,1149.2,-61.48199999999999,291,99,1622016,0.8083695024251938,0.2,0.052277006,-0.009819822022109292,-0.011973727494478226,0.0003,-0.29318968855950517,0.223590087890625,0.2867638797252766,980
5612,991.16,-59.90159999999999,291,100,1638400,0.8046828210353851,0.2,0.017682113,-0.007897924719691219,0.4346088171005249,0.0003,-0.4109639428497758,0.092578125,1.3320078601187562,990
5663,1000.05,-59.99049999999998,292,101,1654784,0.46383267641067505,0.2,0.01786391,-0.010620820876101788,5.786300182342529,0.0003,-0.43055446473299525,0.104351806640625,1.8029233720255433,1000
5718,1193.87,-61.9287,292,102,1671168,0.49276602268218994,0.2,0.055514067,-0.009116383623040746,0.04299083724617958,0.0003,-0.28585753234801814,0.105401611328125,0.5753421005638302,1010
5774,1305.23,-63.042300000000004,292,103,1687552,0.6415773332118988,0.2,0.03453191,-0.009684255243519147,-0.029170121997594833,0.0003,-0.40630722456262447,0.127117919921875,1.2875076774278569,1020
5825,1336.68,-63.3067,292,104,1703936,0.6974033415317535,0.2,0.014985314,-0.007309266109768941,0.08719497174024582,0.0003,-0.3669566100463271,0.0901611328125,0.764730095284176,1030
5878,1646.39,-66.35369999999999,292,105,1720320,0.8566633611917496,0.2,0.06675819,-0.010332670044772386,1.4376202821731567,0.0003,-0.3381637443555519,0.158197021484375,0.6089804028171784,1040
5928,1845.99,-68.24950000000001,292,106,1736704,0.6367139518260956,0.2,0.038262706,-0.014954967296944233,1.0311274528503418,0.0003,-0.46517171871382745,0.196160888671875,1.1041160568711348,1050
5980,1968.07,-69.4202,293,107,1753088,0.682046502828598,0.2,0.042234913,-0.00856919648613257,0.05389988049864769,0.0003,-0.4600592698552646,0.143096923828125,0.9211078726668347,1060
6038,2047.13,-70.2108,293,108,1769472,0.9333662465214729,0.2,0.11160724,-0.01512994516051549,0.026813045144081116,0.0003,-0.47471476763021203,0.32010498046875,0.6144926068685891,1070
6093,2318.13,-72.9208,293,109,1785856,0.8983726054430008,0.2,0.08531983,-0.0129838722437853,0.03645075112581253,0.0003,-0.564070939051453,0.260174560546875,0.5932850619901728,1080
6152,2180.62,-71.5457,292,110,1802240,0.541843980550766,0.2,0.06601733,-0.009342947426193859,0.006488347426056862,0.0003,-0.5262765407329425,0.17313232421875,1.079984733733727,1090
6202,2268.24,-72.42190000000001,293,111,1818624,0.3719961643218994,0.2,0.08527431,0.002883503440898494,0.01547754555940628,0.0003,-0.3849358812905848,0.3033447265625,1.1801888766914999,1100
6255,2382.83,-73.56779999999999,293,112,1835008,0.21146678924560547,0.2,0.051793694,-0.00440303707455314,-0.0005617216229438782,0.0003,-0.21842794771655463,0.096240234375,2.3038782721985624,1110
6314,2299.11,-72.73060000000001,293,113,1851392,0.5638907253742218,0.2,0.036167268,-0.009307672822615132,0.2542044222354889,0.0003,-0.23466244358860422,0.124169921875,1.7543939618222795,1120
6364,2299.11,-72.73060000000001,293,114,1867776,0.4052462577819824,0.2,0.020713586,-0.01214248383512313,-0.00602087564766407,0.0003,-0.1899657798174303,0.061822509765625,1.538651639730233,1130
6414,2201.23,-71.75179999999999,293,115,1884160,0.9581356197595596,0.2,0.14942221,-0.010701094489195383,-0.07650285214185715,0.0003,-0.373763186224096,0.53475341796875,0.013718924350547468,1140
6465,1250.02,-62.490199999999994,293,116,1900544,0.5256050229072571,0.2,0.030519925,-0.009386978097791144,0.30157044529914856,0.0003,-0.7025512135471217,0.207977294921875,3.65296412340831,1150
6520,812.72,-58.06710000000001,293,117,1916928,0.7321339547634125,0.2,0.024917189,-0.009802083750946622,0.07932458817958832,0.0003,-0.7463844585232436,0.1863525390625,2.226387631028774,1160
6588,464.15,-54.5814,293,118,1933312,0.8419116288423538,0.2,0.025855374,-0.012760482307567145,0.0977165624499321,0.0003,-0.7511804594192654,0.1857666015625,1.346387447619054,1170
6642,517.24,-55.01210000000001,293,119,1949696,0.9056061878800392,0.2,0.021895163,-0.011230352280108491,0.14104528725147247,0.0003,-0.8015023759333417,0.193646240234375,1.9371664503531065,1180
6696,735.48,-57.194500000000005,293,120,1966080,0.9175580143928528,0.2,0.02913468,-0.01577831077247538,0.2431030571460724,0.0003,-0.7612571998382919,0.225421142578125,0.7837844656256493,1190
6747,812.27,-57.962399999999995,293,121,1982464,0.8867402076721191,0.2,0.027004672,-0.010096560139027133,0.426536500453949,0.0003,-0.932007179921493,0.213861083984375,2.899756529717706,1200
6808,1068.06,-60.470200000000006,293,122,1998848,0.8991290777921677,0.2,0.025605194,-0.010247285730656586,0.1638670563697815,0.0003,-0.8479984941193834,0.20784912109375,1.4110775031207594,1210
6874,1375.92,-63.49869999999999,293,123,2015232,0.8891110792756081,0.2,0.19854505,0.011860656092358113,0.11762432008981705,0.0003,-1.0173390495823695,0.276776123046875,2.167790018339292,1220
6924,1268.92,-62.4788,293,124,2031616,0.9017142429947853,0.2,0.1387287,-0.018716380729529192,0.3506598472595215,0.0003,-0.8736991339130327,0.253790283203125,2.181532154310844,1230
6974,1307.47,-62.86429999999999,293,125,2048000,0.3641592860221863,0.2,0.027196562,-0.012539773170647094,1.386810302734375,0.0003,-0.388970137614524,0.130181884765625,2.1413026337657355,1240
7028,1352.51,-63.3147,293,126,2064384,0.6796545088291168,0.2,0.07162249,-0.0027628504345557302,1.4521124362945557,0.0003,-0.2733374774834374,0.120513916015625,0.9926120157557307,1250
7092,1370.8,-63.497600000000006,293,127,2080768,0.623466432094574,0.2,0.02330291,-0.006370121305917564,3.7907862663269043,0.0003,-0.23847582704329398,0.085028076171875,1.4031531059907139,1260
7145,1639.17,-66.2815,293,128,2097152,0.8095555901527405,0.2,0.08400531,0.007095435413248197,-0.009563956409692764,0.0003,-0.33142124020378105,0.2251220703125,0.4145153320037934,1270
7195,1694.98,-66.8396,293,129,2113536,0.31295883655548096,0.2,0.04738626,-0.008304935508022027,0.08654879033565521,0.0003,-0.41835563082713634,0.1615966796875,1.9085157274690574,1280
7242,1555.65,-65.44630000000001,294,130,2129920,0.14181417226791382,0.2,0.031339332,-0.008278074551526515,-0.010413756594061852,0.0003,-0.37156871126499025,0.133941650390625,1.0949793137162487,1290
7303,1759.27,-67.4825,293,131,2146304,0.2413768768310547,0.2,0.042780824,-0.011104323529434624,-0.012393899261951447,0.0003,-0.3000381717109121,0.259124755859375,0.137416215417079,1300
7362,1978.72,-69.677,293,132,2162688,0.19646906852722168,0.2,0.024722913,-0.008731151676147419,0.007178332656621933,0.0003,-0.37983386088162663,0.117584228515625,2.24725597539873,1310
7415,2069.15,-70.5813,293,133,2179072,0.305509090423584,0.2,0.033428974,-0.003542381312854559,0.009723927825689316,0.0003,-0.35186271738493813,0.116143798828125,1.7673770249963128,1320
7471,2264.97,-72.5395,293,134,2195456,0.5644614696502686,0.2,0.10625993,0.02822551061781269,-0.0431070402264595,0.0003,-0.36970797033282,0.258612060546875,0.2851029693032615,1330
7518,2398.08,-73.8205,294,135,2211840,0.21401840448379517,0.2,0.03238678,-0.008746361591147434,0.12265421450138092,0.0003,-0.4312088215723634,0.19683837890625,2.131294565724238,1340
7584,2278.89,-72.62859999999999,293,136,2228224,0.4849601984024048,0.2,0.024730157,-0.003957851160339487,0.055316582322120667,0.0003,-0.423886995727662,0.113677978515625,2.6315853469051946,1350
7636,2163.94,-71.52919999999999,293,137,2244608,0.3142678737640381,0.2,0.034576394,-0.008979651045956416,1.2387218475341797,0.0003,-0.38281072925310583,0.126727294921875,1.2805683324007986,1360
7683,2161.81,-71.5079,294,138,2260992,0.26769036054611206,0.2,0.026866574,-0.007082668493603705,0.6980630159378052,0.0003,-0.4264145491411909,0.11307373046875,2.470155599813006,1370
7734,2226.94,-72.1592,294,139,2277376,0.5328307151794434,0.2,0.035773773,-0.003428546463146631,0.51093590259552,0.0003,-0.40751877423608673,0.10775146484375,1.9960941541768988,1380
7786,2497.73,-74.76689999999999,294,140,2293760,0.21953165531158447,0.2,0.056807615,-0.011795334624002863,-0.027297811582684517,0.0003,-0.4696774413052481,0.31470947265625,1.4253189854516677,1390
7845,2648.55,-76.225,294,141,2310144,0.346166729927063,0.2,0.1727162,-0.008247106960152451,0.1145307719707489,0.0003,-0.493149594287388,0.270855712890625,2.0390619044104823,1400
7903,2634.97,-76.08919999999999,294,142,2326528,0.42383384704589844,0.2,0.021688653,-0.01033758740122721,0.016062360256910324,0.0003,-0.3980823369813152,0.09906005859375,2.8578845671578166,1410
7960,2704.42,-76.7837,294,143,2342912,0.5206072628498077,0.2,0.05502709,-0.0053652459313525466,0.01823740452528,0.0003,-0.3737180235562846,0.120654296875,0.6605634900151927,1420
8025,2309.88,-72.8383,293,144,2359296,0.27005505561828613,0.2,0.023234569,-0.006393223125814984,0.23434600234031677,0.0003,-0.4149276351672597,0.13602294921875,2.1077655866105487,1430
8079,1772.42,-67.51379999999999,294,145,2375680,0.44153261184692383,0.2,0.028097443,-0.00840383433715033,0.44398099184036255,0.0003,-0.5135109518538229,0.133538818359375,3.828748730837833,1440
8138,1637.67,-66.11619999999999,293,146,2392064,0.4604749083518982,0.2,0.022095418,-0.007276475984690478,0.28159499168395996,0.0003,-0.5701775980065577,0.126171875,4.19506292809383,1450
8194,1516.0,-64.94959999999998,293,147,2408448,0.5540116131305695,0.2,0.028907143,-0.009122751825452724,0.5269699096679688,0.0003,-0.5545337624964304,0.162042236328125,3.2088647242460864,1460
8243,1527.92,-65.01870000000001,294,148,2424832,0.5698671936988831,0.2,0.037247516,-0.005343203562188137,0.5360677242279053,0.0003,-0.5062920230673627,0.14058837890625,2.5050437635189153,1470
8303,1453.74,-64.27690000000001,294,149,2441216,0.6496711075305939,0.2,0.03616242,-0.008281722724495922,0.022979531437158585,0.0003,-0.4301930832793005,0.143560791015625,0.5783898859132023,1480
8355,1700.52,-66.8449,294,150,2457600,0.7779950350522995,0.2,0.25871393,0.06106390354307223,-0.0024381279945373535,0.0003,-0.43720564992981964,0.3044921875,0.19583016378128376,1490
8415,1649.11,-66.28069999999998,293,151,2473984,0.4915367364883423,0.2,0.023143295,-0.0064984745527908675,0.1322832703590393,0.0003,-0.6005146618350409,0.13306884765625,3.6585137154354017,1500
8466,1642.07,-66.2103,294,152,2490368,0.6235113739967346,0.2,0.03488181,-0.007908584307369893,1.052873969078064,0.0003,-0.45730857333983294,0.1523681640625,1.7209815679827443,1510
8528,1642.07,-66.2103,293,153,2506752,0.38991111516952515,0.2,0.027439494,-0.009582067554219975,0.26045215129852295,0.0003,-0.5542984091909602,0.12984619140625,2.521092272287933,1520
8582,1899.42,-68.73370000000001,293,154,2523136,0.760477289557457,0.2,0.08959507,-0.007457155586598674,0.02289397269487381,0.0003,-0.5297182269045152,0.3838623046875,0.13792816034801944,1530
8634,2002.96,-69.7691,294,155,2539520,0.12451183795928955,0.2,0.035778947,-0.001768042764888378,2.141791820526123,0.0003,-0.4937864130246453,0.176519775390625,3.1461384023496066,1540
8695,2006.75,-69.807,293,156,2555904,0.2185017466545105,0.2,0.03769222,-0.006976722382933076,1.271606683731079,0.0003,-0.4632969269994646,0.15225830078125,3.056969851433678,1550
8751,2136.69,-71.10640000000001,293,157,2572288,0.5077873766422272,0.2,0.059501477,-0.0073303225985000605,-0.054640378803014755,0.0003,-0.5131774541339837,0.3210205078125,0.6871894695967058,1560
8800,2175.88,-71.4482,294,158,2588672,0.3498101830482483,0.2,0.029601747,-0.005377392487207544,0.12075890600681305,0.0003,-0.6256239053676836,0.145526123046875,2.1097058907995234,1570
8854,2276.96,-72.5091,294,159,2605056,0.5865406692028046,0.2,0.031324342,-0.0024275570456666175,0.338870644569397,0.0003,-0.5245832330198027,0.160455322265625,1.5657094460380905,1580
8911,2274.95,-72.48900000000002,294,160,2621440,0.6834847033023834,0.2,0.035814084,-0.00990698898458504,9.957756996154785,0.0003,-0.4076400552992709,0.16805419921875,2.560594912567467,1590
8972,2374.82,-73.5378,293,161,2637824,0.8272687196731567,0.2,0.02466793,-0.006900066955677175,0.18876034021377563,0.0003,-0.4422672652406618,0.121612548828125,2.0943104020989267,1600
9026,1867.69,-68.51660000000001,294,162,2654208,0.41466856002807617,0.2,0.040581238,-0.004470690043308423,0.231771320104599,0.0003,-0.5307223992189393,0.157318115234375,3.9932598942046753,1610
9080,1968.0,-69.5197,294,163,2670592,0.6116443574428558,0.2,0.034316935,-0.011102232604753227,0.20854419469833374,0.0003,-0.38663428357685914,0.158099365234375,0.9378261660953285,1620
9135,2139.71,-71.2368,294,164,2686976,0.7480283379554749,0.2,0.106736295,-0.018513205467388615,0.09193520992994308,0.0003,-0.262873409196618,0.19324951171875,0.8274105046508339,1630
9192,1964.35,-69.53330000000001,294,165,2703360,0.31116247177124023,0.2,0.056435734,-0.010167784977602424,0.44687509536743164,0.0003,-0.2484394344035536,0.125823974609375,1.227244606770546,1640
9244,1964.35,-69.53330000000001,294,166,2719744,0.0497475266456604,0.2,0.016320597,-0.005274642819131259,0.14414209127426147,0.0003,-0.19658100463275333,0.06807861328125,3.0252128739877664,1650
9302,141.45,-51.4045,294,167,2736128,0.8919890597462654,0.2,0.33896577,0.11095807246783806,-0.06272327154874802,0.0003,-0.33033189361449333,0.425396728515625,0.06214749955870502,1660
9359,106.53,-51.05530000000001,294,168,2752512,0.10842549800872803,0.2,0.035911933,0.006505284394188493,8.692227363586426,0.0003,-0.49690745506668466,0.14920654296875,18.38057513954118,1670
9411,175.82,-51.7482,294,169,2768896,0.7150713503360748,0.2,0.040809423,-0.00946504507210193,5.600275039672852,0.0003,-0.591363748209551,0.17958984375,9.469864747580141,1680
9463,217.1,-52.160999999999994,294,170,2785280,0.8423327654600143,0.2,0.039376963,-0.012662267816267558,0.525493860244751,0.0003,-0.43777613749844024,0.135186767578125,3.3170951873995365,1690
9517,482.85,-54.81849999999999,294,171,2801664,0.9398143999278545,0.2,0.05948874,-0.04867022429862118,0.9215888381004333,0.0003,-0.24607088058255613,0.245428466796875,0.6878871397304465,1700
9571,493.29,-54.9229,294,172,2818048,0.5997384488582611,0.2,0.027189273,-0.01634630118496716,0.2054474651813507,0.0003,-0.21742264711647294,0.081268310546875,1.5937628483923618,1710
9624,714.32,-57.133199999999995,294,173,2834432,0.8426374644041061,0.2,0.060761265,0.0039937649868079465,-0.025377796962857246,0.0003,-0.20753572291359887,0.20789794921875,0.7257168720727349,1720
9678,717.69,-57.166900000000005,294,174,2850816,0.6311945617198944,0.2,0.042745516,-0.013374377226318757,0.5280500054359436,0.0003,-0.2763314325158717,0.1259033203125,2.062465169760981,1730
9729,936.78,-59.3578,294,175,2867200,0.7189320027828217,0.2,0.040194362,-0.015298866472221562,0.31865736842155457,0.0003,-0.25980449937924277,0.176513671875,0.5141629248915706,1740
9785,1057.27,-60.56270000000001,294,176,2883584,0.7119663953781128,0.2,0.038753636,-0.014355255786358611,0.2737710177898407,0.0003,-0.32499171688687056,0.1933349609375,1.1340986625495133,1750
9831,1134.17,-61.33169999999999,294,177,2899968,0.6512859761714935,0.2,0.05268747,-0.01355752459166979,0.06009296327829361,0.0003,-0.38401375053217635,0.1756591796875,1.202575718924345,1760
9887,1466.56,-64.6556,294,178,2916352,0.8037543445825577,0.2,0.038283482,-0.007306390602570901,-0.0019156374037265778,0.0003,-0.3997647759737447,0.183319091796875,0.8827448230636946,1770
9939,1359.11,-63.5811,295,179,2932736,0.5517752170562744,0.2,0.030618336,-0.012081686743658792,0.8850629925727844,0.0003,-0.48859256542054935,0.13487548828125,3.802964306002832,1780
9993,1417.36,-64.16360000000002,295,180,2949120,0.687961995601654,0.2,0.038134098,-0.009278715725304209,0.16371150314807892,0.0003,-0.42691167193697765,0.14549560546875,2.8128317751165013,1790
10044,1520.77,-65.1977,295,181,2965504,0.8184054791927338,0.2,0.06373666,-0.009468866973475088,0.6401927471160889,0.0003,-0.37703677660319956,0.162152099609375,1.122189916438947,1800
10096,1609.52,-66.08519999999999,295,182,2981888,0.801788866519928,0.2,0.061283924,-0.015591766418947373,1.1400107145309448,0.0003,-0.37259285335894676,0.18013916015625,1.2289446649243474,1810
10148,1501.2,-65.002,295,183,2998272,0.3693353533744812,0.2,0.043217316,-0.009116072297547361,5.094026565551758,0.0003,-0.35848878080723806,0.114111328125,3.1379782968826477,1820
10195,1327.61,-63.26610000000001,295,184,3014656,0.36652088165283203,0.2,0.027478866,-0.008858484774827957,0.49787867069244385,0.0003,-0.4571637578075752,0.138134765625,2.14891306720092,1830
10246,1429.2,-64.23190000000001,295,185,3031040,0.5925684869289398,0.2,0.04652006,-0.012906743502207973,0.7358193397521973,0.0003,-0.34317583512165584,0.160296630859375,0.9286162003030768,1840
10293,1343.5,-63.3749,296,186,3047424,0.4607560634613037,0.2,0.023187403,-0.005618247857455572,0.11380302160978317,0.0003,-0.44772761208587325,0.131219482421875,1.4825652849045583,1850
10347,1399.36,-63.9335,296,187,3063808,0.781806692481041,0.2,0.04236175,-0.008767090444234783,0.011167440563440323,0.0003,-0.2965132486453513,0.228228759765625,1.3978867691046617,1860
10405,1734.09,-67.2808,296,188,3080192,0.6775477528572083,0.2,0.032291405,-0.011126010366206173,-0.012118969112634659,0.0003,-0.4007955607841723,0.209490966796875,1.2389846946742182,1870
10458,1723.69,-67.1267,296,189,3096576,0.7315641939640045,0.2,0.043722704,-0.008154114726676199,0.059179820120334625,0.0003,-0.38536144998506644,0.133685302734375,1.0110190493491245,1880
10516,1864.54,-68.5352,295,190,3112960,0.4912741184234619,0.2,0.037264615,-0.01736529634672479,0.034340500831604004,0.0003,-0.4955373656237498,0.2144775390625,2.351791622788005,1890
10569,1967.93,-69.56909999999999,296,191,3129344,0.495159387588501,0.2,0.03892039,-0.008860368882778857,-0.04294244945049286,0.0003,-0.4188202193239704,0.146307373046875,0.9899242061335827,1900
10622,1996.76,-69.85739999999998,296,192,3145728,0.4877473711967468,0.2,0.03518126,-0.010070310204901034,0.044906336814165115,0.0003,-0.3757792779651936,0.137811279296875,2.409823100367794,1910
10674,1771.17,-67.5514,296,193,3162112,0.5810794234275818,0.2,0.04993646,-0.008971916466362018,0.35366591811180115,0.0003,-0.35943512863013893,0.10833740234375,1.7496084707447153,1920
10728,1956.08,-69.4005,296,194,3178496,0.41916412115097046,0.2,0.043144107,-0.004198576363705797,1.6289877891540527,0.0003,-0.4544292067643255,0.192633056640625,4.2331491530960195,1930
10778,2019.7,-69.9866,296,195,3194880,0.5320684909820557,0.2,0.02903927,-0.009916685727876028,0.35232433676719666,0.0003,-0.3686259706679266,0.133154296875,1.8764070048899157,1940
10830,2037.65,-70.1661,296,196,3211264,0.3370186686515808,0.2,0.027816504,-0.00567447014091158,0.6519194841384888,0.0003,-0.5164216636214405,0.143017578125,2.340487359743565,1950
10881,2266.54,-72.4049,296,197,3227648,0.7270980179309845,0.2,0.07619202,-0.0030142579231323906,-0.03712467476725578,0.0003,-0.4287583183031529,0.333837890625,1.3664162990748991,1960
10934,2330.43,-73.0438,296,198,3244032,0.7611082941293716,0.2,0.042555235,-0.01063611928748287,3.294712543487549,0.0003,-0.47434601532295345,0.172650146484375,1.508709018168156,1970
10992,2383.14,-73.62100000000001,296,199,3260416,0.7747774124145508,0.2,0.070792586,-0.011052236914110836,0.013295572251081467,0.0003,-0.3667194808309432,0.19808349609375,0.7943179288195097,1980
11050,2443.96,-74.2292,296,200,3276800,0.6546156704425812,0.2,0.027172681,-0.009612600297987228,0.67580646276474,0.0003,-0.5363203108892776,0.144854736328125,1.4690561937604798,1990
11107,2091.4,-70.7036,296,201,3293184,0.451424241065979,0.2,0.032095138,-0.0059408712260847095,0.5157135128974915,0.0003,-0.5452644996345043,0.175494384765625,3.309286919917213,2000
11159,2061.74,-70.40700000000001,296,202,3309568,0.5305765271186829,0.2,0.023675747,-0.007121800577260728,0.34518852829933167,0.0003,-0.513356544263661,0.135906982421875,3.6913316315214617,2010
11213,1956.96,-69.3592,296,203,3325952,0.8784083873033524,0.2,0.052660573,-0.015489277871893137,0.10524578392505646,0.0003,-0.42263868178706615,0.24281005859375,0.703371309729846,2020
11266,1889.57,-68.6853,296,204,3342336,0.6601951122283936,0.2,0.029180927,-0.011419508458311611,0.0824875682592392,0.0003,-0.34950321658398026,0.13143310546875,1.2537841471261344,2030
11319,1854.01,-68.32969999999999,296,205,3358720,0.3424803614616394,0.2,0.022862107,-0.008392501873277069,0.08682048320770264,0.0003,-0.4221930274798069,0.12264404296875,2.143951243774791,2040
11372,1852.91,-68.36880000000001,296,206,3375104,0.654517263174057,0.2,0.019664636,-0.004644725543403183,0.3804923892021179,0.0003,-0.3086311851191567,0.09422607421875,0.9768609857972479,2050
11425,2052.2,-70.3116,296,207,3391488,0.8032724559307098,0.2,0.15343589,0.01644682297446707,0.024009820073843002,0.0003,-0.392078799099545,0.43133544921875,0.5903868633866296,2060
11475,1584.56,-65.63520000000001,296,208,3407872,0.2543211579322815,0.2,0.038802948,-0.002196503484265122,1.278035044670105,0.0003,-1.04263375364244,0.278363037109375,4.6172491027740765,2070
11528,1428.27,-64.0222,297,209,3424256,0.6596702039241791,0.2,0.027830893,-0.00519415130638663,0.8523193597793579,0.0003,-0.6943438991904258,0.1787109375,2.8098009106193786,2080
11591,1480.26,-64.5421,296,210,3440640,0.743382453918457,0.2,0.027650164,-0.011813216629070667,1.816261887550354,0.0003,-0.5008277263026685,0.1715576171875,1.7022618242539465,2090
11640,1456.2,-64.30150000000002,296,211,3457024,0.8014935702085495,0.2,0.044226304,-0.00917703303784947,0.06125132739543915,0.0003,-0.3761300499434583,0.137054443359375,1.0468461301628849,2100
11688,1500.55,-64.745,297,212,3473408,0.7741960287094116,0.2,0.0134495525,-0.007845056984660915,0.03102625533938408,0.0003,-0.20152021969261114,0.0637939453125,1.3591207625828248,2110
11741,1482.55,-64.6151,297,213,3489792,0.7118730545043945,0.2,0.021118436,-0.008664558800228405,0.05192206799983978,0.0003,-0.3406854961591307,0.10062255859375,2.310551539032167,2120
11798,1665.06,-66.3901,297,214,3506176,0.7478731870651245,0.2,0.044436634,-0.02022637515256065,1.6891010999679565,0.0003,-0.3821970368386246,0.197625732421875,1.0027175231,2130
11854,1507.25,-64.8621,297,215,3522560,0.48506659269332886,0.2,0.02290588,-0.009974130995760788,0.1196499615907669,0.0003,-0.48109514594543723,0.158148193359375,1.7531632052581698,2140
11904,1439.41,-64.03339999999999,297,216,3538944,0.31421035528182983,0.2,0.029187577,-0.007006510611063277,1.0535897016525269,0.0003,-0.5476586068049073,0.15836181640625,2.175384045680403,2150
